姓名,部门,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
员工354,保安部,"17:55
     ",,,"08:16
     ",,"11:55
17:36","07:53
11:46",,"18:54
     ","18:55
     ",,,"18:02
     ","08:29
12:17","08:13
     ",,"18:32
     ","08:23
     ",,"08:19
12:07","08:22
     ","08:21
     ","08:14
11:07","08:06
11:51",,"08:17
     ",,,,"08:21
     ",
员工355,,,,,,,,"19:29
     ",,,,,,,"17:36
     ",,,,,,"17:58
     ",,,"17:48
     ","18:53
     ",,,,,,,
员工356,保安部,"12:17
     ","11:43
     ","11:37
     ","11:46
     ","12:12
     ","11:14
     ",,,"11:33
     ",,"08:01
17:38","08:03
17:49","08:24
17:48","08:01
17:41","08:04
18:06","08:26
     ","11:37
     ","12:20
     ","11:38
     ","11:28
     ","11:17
     ",,,"17:41
     ","08:23
17:50","08:06
17:30","08:28
17:49","08:06
     ",,,
员工357,保安部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工358,房务部,"08:13
17:53","08:08
18:28","06:49
18:05","08:03
     ","06:51
17:34","06:53
17:37","06:50
17:27","07:55
11:11","08:14
11:27","08:15
11:27","08:20
11:25","08:19
11:15","08:31
11:37","08:36
17:50","08:12
11:20","08:24
11:14","06:51
18:00","06:53
17:51","06:49
17:25","06:48
17:33","08:30
11:30","08:39
11:33","08:32
11:54","11:15
17:35","06:48
17:55","06:49
17:52","06:50
17:53","06:49
17:54","07:47
18:51","08:16
11:30","08:28
11:20"
员工359,,,,,,,,,"17:39
     ","17:35
     ",,,,,,"17:55
     ",,,,,,,"18:06
     ","17:28
     ",,,,,,,,
员工360,保安部,"11:23
     ","11:19
     ","11:19
     ","11:21
     ","17:40
     ","17:32
     ","17:32
     ","17:29
     ",,,"18:37
     ",,,"11:16
     ","11:21
11:38","18:05
     ","11:22
17:33","17:42
     ","17:32
     ","17:34
     ","17:29
     ",,"17:30
     ",,,,"08:15
     ",,,,"11:18
     "
员工361,保安部,"11:50
18:30","11:53
18:17","11:49
18:17","07:59
17:37",,"11:12
     ","11:15
     ","11:13
     ","11:19
     ","18:14
     ",,,,,,,,"11:27
     ","11:19
     ","11:19
     ","11:27
     ","11:24
     ","11:24
     ",,"11:15
     ","11:18
     ","11:18
     ","11:10
     ","17:40
     ","17:44
     ","11:49
18:17"
员工362,保安部,"06:39
17:28","06:41
17:27","11:07
     ","11:37
     ","11:16
18:22","17:26
     ","08:01
17:27","08:03
17:26","08:03
17:27","08:03
17:27","08:01
     ","11:05
     ","11:07
     ","11:05
     ","06:38
17:30","06:38
17:25","11:06
     ","11:10
17:28","08:05
17:26","08:02
17:26","08:06
     ",,,"17:25
     ","11:07
     ","11:06
     ","11:05
     ","11:05
     ","11:06
     ","11:06
     ","11:06
     "
员工363,房务部,,"12:00
     ",,"11:46
     ","08:31
11:30","08:31
11:31","08:32
11:41","17:31
     ","11:50
     ",,,"11:32
     ",,,,,,,,,"08:30
     ",,,,,,"11:34
     ","11:53
     ","11:38
     ",,
员工364,房务部,,,"08:11
     ","08:11
     ","08:11
     ",,,,"08:06
     ","08:17
     ","08:14
18:31","08:14
     ",,,,"08:18
     ",,"07:58
18:30","08:11
     ",,"08:20
     ",,,,,"08:18
     ","08:16
     ","08:20
18:31",,,
员工365,房务部,"07:52
     ","11:09
     ",,"17:33
     ","06:53
17:52","06:57
     ","06:59
17:53","11:16
     ","11:20
     ","11:44
     ","12:25
17:36","07:58
17:32","07:58
17:43","07:56
17:27","07:59
     ",,"17:41
     ","06:55
17:39","07:00
17:47","06:58
18:17","11:14
     ",,"11:31
     ","07:01
17:51","17:52
     ","11:47
17:26","17:37
     ","08:03
17:38","08:00
17:39","07:59
17:42","08:09
17:49"
员工366,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工367,餐饮部,,,,,,,,,,,,,"12:33
     ",,"11:29
     ",,,,,,,,,,,,,,,,
员工368,销售部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工369,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工370,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工371,房务部,,,,,,,,"17:40
     ",,"18:14
     ",,,"17:31
     ","06:48
17:58",,,,,,,,,"12:52
     ",,,"17:39
     ","08:14
     ",,,,
员工372,餐饮部,"11:25
     ","07:50
11:29",,,,,,"08:18
12:40","18:13
     ",,,,,"08:25
     ","08:03
     ",,,,,,,,"08:40
17:28",,,,"11:23
17:33",,"08:08
11:43",,
员工373,,,"17:55
     ",,,,,,"17:25
     ",,,,,,,,,,,,,,,,,,,,,"17:51
     ",,
员工374,房务部,,,,,,,,,"17:34
     ","17:57
     ",,,"17:30
     ",,,,,,,,"17:50
     ","12:39
     ",,,,,,,,"18:03
     ","17:26
     "
员工375,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工376,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工377,餐饮部,"08:01
     ","11:07
17:41","11:07
     ","11:08
     ","11:16
     ","11:16
     ","11:09
     ","11:03
     ","11:11
     ","11:17
     ",,"11:08
     ","11:10
     ","11:05
     ","11:02
     ","06:46
11:29","11:09
     ","11:23
     ","11:06
     ","12:06
     ","11:19
     ","11:31
     ",,,,,,,,"11:06
     ",
员工378,餐饮部,,,,,,,,,,,,,"12:21
     ",,,,,,,,,,"12:31
     ",,"12:36
     ",,,,,,
员工379,中厨房,"19:11
     ","17:36
     ",,"17:37
     ","19:15
     ",,,"18:56
     ","19:16
     ","18:42
     ","18:49
     ","19:18
     ","19:04
     ","19:09
     ","19:05
     ",,"19:03
     ",,"13:01
18:35","08:19
13:04","18:54
     ",,,,"18:35
     ","19:06
     ","18:00
     ",,,"18:51
     ","18:54
     "
员工380,,,,,,,,,,,,,,,,,,,,,"19:24
     ",,,,,,,,,,,
员工381,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工382,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工383,餐饮部,,,,"18:48
     ",,,,"07:01
     ",,,"17:31
     ",,,,,,,,,,"08:35
     ",,,,,,"17:48
     ",,,,
员工384,餐饮部,,,,"18:24
     ",,"06:58
     ","07:01
     ",,"07:01
12:46",,"07:00
     ","07:00
     ","06:59
     ","06:57
     ",,,"17:38
     ",,,"06:58
     ","06:57
     ","06:52
     ","06:52
     ","07:01
     ",,,,"18:37
     ","06:58
12:49","07:00
12:44","06:57
     "
员工385,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工386,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工387,餐饮部,,,"12:38
18:43","08:34
12:38",,,,,,,,,"06:57
12:44",,,"08:27
11:55",,,,,,"12:29
     ",,,,,,"12:20
18:41","08:30
17:56",,
员工388,,,,,"18:21
     ",,,,,,,,,,,,,,,,,,,,,,,,,,,
员工389,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工390,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工391,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工392,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工393,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工394,管事部,"18:25
     ","18:21
     ","18:04
     ","18:17
     ","18:09
     ","18:15
     ","18:22
     ","18:20
     ","18:09
     ","17:52
     ","18:22
     ","17:59
     ","17:55
     ","17:24
     ",,,,,,"17:30
     ","18:14
     ","18:16
     ","18:08
     ","18:25
     ","18:22
     ","18:17
     ","18:15
     ","18:17
     ","17:55
     ","18:21
     ","18:11
     "
员工395,餐饮部,,,,,,,,,,,,,"17:37
     ","17:25
     ",,,,,,"18:22
     ",,,,,,,,,,,
员工396,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工397,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工398,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工399,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工400,餐饮部,"12:43
     ","08:07
     ",,,,,,,,,,,"12:07
     ","12:37
     ",,,,,,,,,,,"12:47
     ","12:47
     ",,,"12:49
     ","12:51
     ",
员工401,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"06:52
     "
员工402,餐饮部,,,,,,,"17:42
     ","17:48
     ","07:42
     ",,,"17:35
     ",,,"17:55
     ","17:37
     ","07:38
     ",,"11:46
     ","17:34
     ","17:30
     ",,"17:57
     ",,"17:24
     ",,"17:36
     ",,"17:24
     ","18:07
     ",
员工403,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工404,餐饮部,,,"06:55
     ","06:56
     ","06:56
     ","07:57
     ","11:45
     ",,,,,,,,,,,,,,,"17:52
     ","12:51
     ",,,,,"06:58
     ",,,
员工405,管事部,"18:32
     ","18:28
     ","18:16
     ","18:34
     ","18:38
     ","18:38
     ","18:36
     ","18:37
     ","18:35
     ","18:36
     ","18:37
     ","18:40
     ","18:40
     ","18:35
     ","18:41
     ","18:44
     ","18:38
     ","18:43
     ","18:39
     ","18:33
     ","18:18
     ","18:31
     ","18:29
     ","18:24
     ","18:28
     ","18:30
     ","18:24
     ","18:26
     ","18:25
     ","18:34
     ","18:36
     "
员工406,餐饮部,"06:46
     ","06:42
     ","06:44
     ","06:44
     ","06:44
     ","07:55
     ",,"06:53
17:52","06:57
17:50","08:12
11:14","08:14
11:14","06:58
17:53","06:58
17:50","06:58
17:53","06:49
     ","08:09
17:32","06:46
17:33","17:30
     ","17:30
     ","06:57
17:51","07:03
17:49","07:04
17:50","07:00
17:50","17:33
     ","07:01
17:49","07:07
17:50","07:06
17:49","07:04
17:49","07:03
17:50",,"07:03
17:50"
员工407,,,,,,,,,,,"17:34
     ","17:31
     ",,,,,,,,,,,,,,,,,,,,
员工408,餐饮部,,,,,,,,,,,"17:52
     ",,,,,,,,,,,,,,,,,,,,
员工409,餐饮部,,,"17:30
     ","17:35
     ",,,,,,,,,,,,,,,,"18:22
     ",,,,,,,,,,,
员工410,餐饮部,,,,,,,,,,,,"11:37
     ",,,,,,,,,,,,,,,,"08:25
     ",,,
员工411,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工412,前厅部,,,,,,,,,"17:56
     ",,,,,,,"17:29
     ","17:43
     ",,,,"18:08
     ","17:57
     ",,,,"17:53
     ","17:54
     ","12:14
     ",,,
员工413,餐饮部,,,,,,,"08:31
     ",,"17:56
     ",,,,,,"12:26
     ","17:29
     ",,,,,"12:32
18:08",,"12:16
18:04",,,,,"07:23
17:36","12:40
     ",,
员工414,餐饮部,,,,"11:12
     ",,,,,,,,,"12:14
     ","12:43
     ","12:26
     ","17:22
     ",,,"18:32
     ",,,,"12:16
18:04",,"12:10
     ","11:05
     ","11:58
     ","11:12
17:36","12:40
     ","11:30
     ",
员工415,餐饮部,"12:44
     ","12:39
     ","18:34
     ","18:30
     ",,,"08:31
     ",,,,,,,,"12:26
     ",,,,,,"12:32
     ","08:23
17:57","12:16
     ",,"12:10
     ","11:05
17:53","11:58
17:54","08:27
11:12","08:26
12:40","11:30
     ","11:58
     "
员工416,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工417,餐饮部,,"12:46
     ","17:39
     ",,,"12:44
     ",,"12:56
18:59","12:35
     ",,"11:27
17:31","12:55
     ",,"12:53
     ",,,,,,,,,,,"12:12
17:58","12:49
     ",,,,,
员工418,餐饮部,,,,,,,,,,,,,,,,,,,,,"17:31
     ","18:17
     ","17:56
     ","11:49
18:06","18:06
     ",,,,"11:15
     ",,
员工419,餐饮部,,,,,,,,,,,,,,,,,,,,,,"17:35
     ","17:56
     ","18:06
     ","18:06
     ","08:25
17:46","17:46
     ","18:12
     ",,,
员工420,餐饮部,"11:19
     ",,"11:14
     ","18:48
     ",,"11:19
     ","11:43
     ",,"11:53
     ",,"17:45
     ",,"17:35
     ",,,,,"18:19
     ","18:40
     ","17:32
     ","07:24
     ",,"17:56
     ","18:06
     ",,"17:46
     ","17:46
     ","08:23
18:12","11:14
     ",,
员工421,餐饮部,,,,,,,,,,,,,,,,,,,,,"17:31
     ","17:35
     ","11:24
     ",,"12:31
     ",,,"11:39
     ","11:14
     ",,
员工422,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工423,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工424,餐饮部,,,"18:16
     ","17:52
17:54","18:09
     ",,"11:34
     ",,,,,"12:10
     ","17:28
     ","17:25
     ",,,,,,,,,,,,,,"12:23
     ","12:44
     ",,
员工425,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,"18:10
     ",,,,
员工426,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工427,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工428,餐饮部,"08:21
12:38","11:54
18:22","17:32
     ","17:34
     ","07:53
     ","11:28
18:01",,"17:34
     ","17:29
     ","17:33
     ","12:33
17:47","17:59
     ","17:34
     ","17:35
     ","18:32
     ","12:02
18:12","12:06
     ","17:38
     ","18:08
     ","17:55
     ","06:58
     ","06:56
     ","18:04
     ","06:50
     ","18:26
     ",,"18:15
     ","17:46
     ","12:08
17:38",,"12:02
     "
员工429,餐饮部,,,"12:43
     ","12:44
     ",,,,,,,"17:27
     ","12:15
18:08","18:27
     ","18:35
     ","18:45
     ","18:35
     ","18:38
     ","17:58
     ",,,"18:18
     ",,,,,"18:08
     ","07:49
17:42","11:49
18:03",,"18:31
     ",
员工430,餐饮部,"17:41
     ","08:23
18:38","08:25
18:47","17:59
     ","08:11
11:52","18:26
     ","18:48
     ","18:36
     ","08:03
18:00","08:02
18:08","07:59
17:33","08:09
11:27",,"12:39
     ","12:50
     ","12:43
     ","11:28
     ",,,,"11:48
18:35","08:05
17:36","08:03
     ","08:05
18:29","08:03
18:44","08:24
17:50","12:30
     ","18:07
     ","12:33
18:06","08:24
18:56","08:23
18:07"
员工431,,,,,,"17:34
     ",,,,,,,"17:33
     ",,,,,,,,,,,,,,,,,,,
员工432,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工433,餐饮部,,,,,,,,"12:53
     ","12:22
     ",,,,,,"12:22
     ",,,,,,,,"12:06
     ",,,,"18:26
     ",,,,
员工434,餐饮部,,,,,,,,,,,,,,,,,,,,,,"18:50
     ",,,,,,,,,
员工435,餐饮部,,,,,,,,,,"18:14
     ","17:27
     ",,,,,,,,,,,"12:09
18:33","17:57
     ",,,,,"12:54
     ",,,
员工436,前厅部,,,,"18:10
     ",,,,,"12:33
     ","12:17
18:38",,,,,,"12:45
     ",,,,,,,,,,,,,,,
员工437,餐饮部,"07:15
     ","07:32
11:12","07:26
11:17","07:13
     ","07:38
     ","07:23
     ","07:19
     ","07:26
11:14","07:34
11:13","07:51
11:15","07:15
     ","07:17
     ","07:19
     ","07:18
     ","07:26
11:37","07:59
11:42","07:16
     ","07:19
     ","07:20
     ","07:19
     ","07:15
     ","07:20
11:18","07:29
11:27","07:34
11:17","07:17
     ",,"07:20
     ","07:15
     ","07:12
11:13","07:42
11:37","07:29
11:20"
员工438,,,,"17:58
     ",,,,,"17:29
     ","17:38
     ","17:27
     ",,,,,,"18:00
     ",,,,,,"17:53
     ","17:33
     ",,,,,,"17:33
     ",,
员工439,餐饮部,,,,,,,"18:18
     ",,,,"19:02
     ",,,,,,,,,,,,,,,,,,,,
员工440,餐饮部,"18:35
     ","08:02
     ",,,"08:02
     ","18:54
     ","08:01
     ","08:03
     ",,"08:11
     ","07:47
     ",,,"07:32
     ","18:32
     ","19:00
     ","07:09
     ",,"07:20
     ",,"12:20
     ","12:31
     ",,,,,,"18:20
     ",,,"08:13
18:47"
员工441,餐饮部,,"17:52
     ","17:54
     ","17:53
     ","18:07
     ",,"11:34
     ",,,,,,,,,,,,,,,,,,,"18:24
     ",,,,,"11:57
     "
员工442,餐饮部,,"17:52
     ",,"17:56
     ","18:10
     ",,,,,,,,,,,,,,,,,,,,,,,,,,
员工443,餐饮部,"18:13
     ","11:40
     ","11:39
     ","12:35
     ","12:32
     ","18:44
     ","18:18
     ",,"17:51
     ",,"17:38
     ",,"12:33
17:41","11:50
17:39","12:33
     ","11:40
18:11","11:52
     ","07:39
17:51","12:32
     ","12:18
     ","17:51
     ","18:03
     ","17:56
     ",,,"12:52
     ","12:18
18:26","17:48
     ",,"18:18
     ","07:01
     "
员工444,餐饮部,"11:31
     ","11:14
     ","11:25
11:27","07:44
11:20","11:52
17:34","11:21
     ","11:23
     ",,,,,"11:27
     ","11:31
     ",,"11:42
     ","11:43
     ","11:28
     ","11:28
     ","11:32
17:33","11:32
17:32","07:40
11:21","11:26
     ","11:28
     ",,"11:21
     ","11:13
     ","11:24
     ","11:33
17:48","11:16
17:34","11:37
17:40","08:09
     "
员工445,,,,,"17:33
     ",,,,,,,,,,,,,,,,,"17:49
     ",,,,,,,,,,
员工446,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工447,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工448,前厅部,,,,,,,,,,,,,,,,,,,,,,"18:33
     ","18:02
     ",,,,,,,,
员工449,前厅部,,"12:41
     ",,,,,,,,,,,,,,,,,,,"18:10
     ",,,,,,"11:44
18:27","11:16
     ","12:16
     ","12:48
     ",
员工450,餐饮部,,,,"18:47
     ",,,,,"17:34
     ",,,,,,"07:59
12:40",,,"17:54
     ","07:56
12:13","12:18
18:24",,"18:03
     ","12:40
18:04",,,,,,"18:38
     ","17:56
     ",
员工451,,,,,,,,,,,,,,,,"18:03
     ",,,,"17:43
     ",,,,,,,,,,,,
员工452,餐饮部,,"17:57
     ","12:24
     ",,,"12:16
     ",,,,,,,,,"12:35
     ",,"12:43
18:03",,"12:46
17:44",,,,,,,,"12:45
     ",,"12:50
     ",,
员工453,采购部,,"11:07
     ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工454,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工455,餐饮部,"19:03
     ",,"18:31
     ","12:04
17:32","18:41
     ","18:14
     ","11:50
     ","18:35
     ","18:23
     ","17:41
     ","17:43
     ","18:41
     ","18:44
     ",,,"12:48
     ",,,"12:50
     ","12:53
     ","07:46
12:45","19:00
     ","18:21
     ","18:24
     ","11:47
18:10","18:18
     ","18:22
     ","17:58
     ","18:16
     ",,"18:21
     "
员工456,,,,,,,,,,,,,,,,,,,,,,"18:17
     ",,,,,,,,,,
员工457,餐饮部,,,"08:20
     ",,,,,,,,,,,,,,,,"17:55
     ","18:22
     ",,,,"11:36
     ",,,,,,"11:53
     ",
员工458,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,"12:50
     ",,,,,
员工459,房务部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工460,餐饮部,"06:39
     ","06:50
     ","07:30
12:08","07:40
12:00","06:40
17:51","06:37
     ","06:40
     ","06:52
17:53","06:41
17:53","06:39
17:55","07:43
12:02","07:39
12:00","06:40
     ","06:39
     ","06:40
     ","07:40
12:01","07:40
12:01","06:39
     ","06:37
     ","06:39
17:51","06:39
     ","06:39
     ","06:38
     ","06:44
     ","06:35
17:49","06:40
17:51","07:38
12:10","07:40
12:00","06:40
     ","06:40
17:55","06:39
17:50"
员工461,,,,"18:02
     ","18:01
     ",,,,,,,"18:01
     ","18:03
     ",,,,"17:59
     ","18:03
     ",,,,,,,,,,"18:02
     ","18:01
     ",,,
员工462,餐饮部,,,,"18:09
     ",,,,,,,,,,"18:19
     ",,"18:33
     ",,,,,,,"12:55
18:36",,,,"18:13
     ",,,,"07:25
     "
员工463,餐饮部,,,,,"18:59
     ",,,,,,,,,,,,,"12:40
     ",,"12:40
     ",,"17:50
     ","12:55
18:36",,,,,"18:47
     ","07:23
12:49",,
员工464,餐饮部,,,,,,,,,,"12:20
17:53",,,,,,,,,,,,"12:44
     ",,"12:56
     ",,"12:21
     ","17:50
     ",,,,
员工465,餐饮部,"17:32
     ","17:31
     ","17:33
     ","17:34
     ","17:33
     ","17:35
     ","17:31
     ","17:38
     ","17:31
     ",,"07:25
11:31","17:32
     ","17:39
     ","17:32
     ","17:33
     ","17:32
     ","17:34
     ","17:38
     ","17:47
     ","17:31
     ","17:28
     ","17:32
     ","17:30
     ","17:40
     ","17:33
     ","17:29
     ","17:39
     ","17:31
     ","17:32
     ","17:31
     ","17:32
     "
员工466,,,,,,,,,,,,"17:29
     ",,,,,,,,,,,,,,,,,,,,
员工467,餐饮部,"17:31
     ","17:31
     ","17:33
     ","17:34
     ","17:33
     ","17:35
     ","17:31
     ","17:37
     ","17:31
     ","17:42
     ","17:29
     ","17:32
     ","17:38
     ","17:32
     ","17:33
     ","17:32
     ","17:33
     ","17:38
     ","17:47
     ","17:30
     ","17:28
     ","17:32
     ","17:30
     ","17:39
     ","17:33
     ","17:30
     ","18:58
     ","17:31
     ","17:31
     ","17:31
     ","17:32
     "
员工468,餐饮部,,,,,,,"18:06
     ",,,,,,,"07:52
     ",,,,,"12:48
     ","18:18
     ","17:21
     ",,"12:31
     ","08:40
     ","12:43
     ",,"12:11
     ",,,"07:30
     ",
员工469,餐饮部,,"11:07
     ","18:10
     ",,,,,,,,,,,,,,,,,"18:04
     ",,"18:37
     ","17:30
     ","17:51
     ",,"07:59
17:30",,"17:31
     ",,,
员工470,餐饮部,"06:36
     ",,"18:10
     ",,,,,,,,,,,,,,,,,"18:04
     ",,"18:36
     ","17:30
     ","17:51
     ",,"17:30
     ",,"17:31
     ",,,
员工471,餐饮部,,,,,,,,,,,,,,,,,,,,"18:13
     ",,,,,,"17:22
     ","08:17
     ",,,,
员工472,餐饮部,,"18:53
     ",,"11:17
     ","11:12
     ","18:15
     ",,,"12:51
     ",,"11:03
     ",,,,,,,,"19:20
     ",,"18:52
     ",,,,,,"11:27
17:39","11:08
     ","12:42
     ",,
员工473,餐饮部,"18:51
     ",,"19:08
     ","11:17
17:57","12:11
     ","12:34
     ",,"12:27
     ",,,,,,,,,,,,,"18:50
     ","12:37
18:41","19:20
     ","17:50
     ",,"18:01
     ",,,"12:39
     ",,"19:29
     "
员工474,餐饮部,,,,"17:57
     ","17:49
     ","12:34
     ",,,,,,,,,"18:27
     ",,"07:27
     ",,,,"18:49
     ","18:41
     ","19:20
     ",,,"18:01
     ",,,,,
员工475,餐饮部,,"11:48
     ","11:52
     ","11:50
     ","11:42
     ","11:38
18:27","18:31
     ",,,,,"11:42
     ",,,"18:27
     ","18:33
     ","18:06
     ",,,,,"11:46
     ",,,,"11:11
18:01","11:44
17:29","11:59
     ","12:25
     ","12:14
     ",
员工476,餐饮部,,"12:43
18:53",,,,"18:15
     ",,,,,,,,,,,,"13:02
     ",,,"18:52
     ","12:45
     ",,,"17:53
     ",,,,,,
员工477,餐饮部,,,,,"11:11
     ","18:15
     ",,,,,"11:03
     ",,,,,,,,"19:20
     ",,,"12:47
     ",,,,,"11:27
17:39","11:08
     ",,,
员工478,餐饮部,"17:27
     ","12:41
     ",,,,,,,,,,,,,,,,,,,"08:16
     ",,,,,,"08:20
     ","08:17
     ",,,
员工479,餐饮部,,,,,,,,,,"17:48
     ","18:01
     ",,,,,,,,,,,,,,,"19:03
     ","17:34
     ",,,,
员工480,餐饮部,,,"12:31
17:31",,,,,"17:34
     ",,,,,,"17:35
     ",,"18:11
     ","18:00
     ",,,,,"12:57
17:50",,,,,,,"12:56
     ",,
员工481,房务部,,,,,,,"18:18
     ",,"17:26
     ",,,,,"17:27
     ",,"17:23
     ",,,,,"17:20
     ",,,,,,,"11:16
17:26","17:23
     ","12:45
     ",
员工482,餐饮部,"17:50
     ","17:25
     ",,"18:31
     ","11:38
     ",,,,,,"17:45
     ",,"17:35
     ",,,,,"18:19
     ","18:40
     ","17:32
     ","18:02
     ","11:15
     ","11:31
     ",,"17:48
     ","08:25
17:23","17:34
     ","17:26
     ","17:23
     ","17:53
     ","17:50
     "
员工483,餐饮部,"17:50
     ",,,"18:31
     ",,,"18:19
     ",,,,,,,"17:28
     ",,"17:23
     ",,,,,"17:20
     ","11:15
17:50","18:30
     ",,"17:48
     ",,"17:48
     ","11:16
17:26","12:56
     ","17:53
     ","17:50
     "
员工484,餐饮部,,"18:21
     ","12:09
17:47",,,,,"17:54
     ","17:55
     ","17:48
     ","17:57
     ","12:12
17:59","08:24
     ","17:35
     ","08:25
     ","08:02
18:10","18:10
     ","07:28
     ","07:59
18:08","08:25
     ",,"12:56
17:50","17:50
     ","17:52
     ","17:48
     ",,,"11:50
     ",,,
员工485,餐饮部,,"17:25
     ","17:30
     ","07:00
17:35",,,,,"17:55
     ","07:05
     ","18:45
     ",,"06:53
     ",,,,"18:01
     ","07:11
     ","06:59
18:49","07:38
     ","18:00
     ","17:50
     ",,,,,,,,,
员工486,餐饮部,,,,,,,"12:24
     ",,,,,,,,,,,,,,,,,,,,,"12:03
     ",,,
员工487,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,"18:07
     ","13:03
     ",,,,,,
员工488,餐饮部,,,,,,,,,,,,,,"12:37
     ",,,,,,,,,,,,,,,,,
员工489,餐饮部,,"17:27
     ","07:20
17:51","07:19
17:49","07:20
17:50","07:19
     ","07:18
17:52",,"06:45
     ","07:12
17:56","07:10
17:52","18:10
     ","18:13
     ","18:14
     ","17:43
     ","06:39
     ","06:41
     ","18:25
     ","18:20
     ","06:45
     ",,,,,,,,,,,
员工490,餐饮部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
员工491,房务部,,,,,,"12:20
     ","12:45
     ",,,,,"17:50
     ",,,,"12:06
17:39","11:57
     ",,"07:13
     ",,,,,,,,,,,,
员工492,餐饮部,,"18:33
     ","07:34
18:28",,,,"13:03
     ",,,"12:13
     ",,,"17:11
17:27","17:42
     ","18:03
     ","17:42
     ","17:45
     ",,"17:30
     ","17:38
     ",,,,,,,,,,,
员工493,餐饮部,,"18:33
     ","07:34
18:30",,,,"11:11
     ",,,,,,"17:11
17:27","17:42
     ","17:30
     ","17:38
     ","17:39
     ","17:36
     ","17:30
     ",,,,,,,,,,,,
员工494,餐饮部,,,,"11:07
     ","12:03
     ","11:56
     ","12:28
     ","12:10
     ","11:53
     ","12:26
     ",,,,,,,,,,,,,,,,,,,,,
员工495,餐饮部,,,,"11:07
     ","12:04
     ","11:57
     ","12:28
     ","12:10
17:38","11:53
     ","12:26
     ","12:29
     ",,,,,,,,,,,,,,,,,,,,
员工496,餐饮部,,,,,,,,,,,,,,,,"17:46
     ","07:33
18:49",,"07:26
     ",,,,,,,,,,,,
员工497,餐饮部,,,,,,,,,,,,,,,,"17:46
     ","07:33
17:46",,,,,,,,,,,,,,
员工498,餐饮部,,,,,,,,,,,,,,,,"17:47
     ","07:33
17:46","08:16
     ","07:26
     ",,,,,,,,,,,,
员工499,餐饮部,,,,,,,,,,"17:47
     ","12:52
17:21","17:50
     ","18:22
     ","18:20
     ","18:00
     ","18:08
     ",,,,,,,,,,,,,,,
员工500,餐饮部,,,,,,,,,,"17:47
     ","17:18
17:21","17:52
     ","18:22
     ","18:22
     ","18:01
     ","18:08
     ",,,,,,,,,,,,,,,
员工501,餐饮部,,,,,,,,,,"18:57
     ",,,,,,,"11:35
17:35","11:40
     ",,,,,,,,,,,,,
